gender,category,preferred_stream,entrance_exam,entrance_score,board_percentage,scholarship_eligibility,admission_status
other,general,engineering,jee,148,81.96,no,admitted
other,general,agriculture,cet,43,63.01,no,rejected
male,sc,management,cet,69,62.84,no,rejected
female,obc,science,none,0,64.13,no,rejected
other,st,science,none,0,69.46,no,rejected
other,obc,engineering,jee,175,76.09,yes,admitted
female,general,law,cet,38,84.33,yes,admitted
other,obc,engineering,jee,36,78.78,no,rejected
female,sc,management,none,0,65.65,no,rejected
male,general,engineering,cet,195,75.4,yes,admitted
other,general,architecture,cet,67,93.61,no,rejected
female,ews,management,cet,96,78.51,no,admitted
female,obc,arts,none,0,55.34,no,rejected
male,st,arts,none,0,75.54,no,rejected
male,ews,management,cet,169,98.01,no,rejected
female,general,agriculture,cet,111,77.63,no,rejected
other,st,nursing,cet,141,56.67,no,admitted
male,ews,architecture,cet,92,90.94,no,rejected
other,general,science,cet,88,64.41,yes,admitted
other,obc,arts,none,0,68.7,no,rejected
female,general,medical,neet,402,98.51,no,rejected
other,general,engineering,cet,100,60.0,no,rejected
other,obc,medical,neet,33,68.04,no,admitted
other,general,computer applications,none,0,98.07,no,rejected
other,ews,law,none,0,94.88,no,rejected
other,obc,pharmacy,cet,3,50.78,no,rejected
other,st,commerce,cet,1,88.79,no,rejected
male,general,engineering,jee,244,55.38,no,rejected
female,st,law,cet,145,79.14,no,rejected
other,st,law,none,0,85.4,yes,admitted
female,general,medical,neet,228,74.73,no,rejected
male,sc,architecture,cet,174,99.53,yes,admitted
other,ews,science,cet,49,75.03,no,rejected
female,st,pharmacy,cet,106,56.73,no,rejected
other,ews,arts,none,0,51.82,no,rejected
male,sc,medical,neet,230,83.5,no,admitted
male,obc,nursing,cet,139,70.74,no,rejected
female,sc,architecture,cet,39,83.78,no,rejected
male,sc,commerce,none,0,82.29,no,rejected
female,ews,science,none,0,69.28,no,rejected
female,sc,engineering,jee,82,68.78,yes,admitted
male,st,computer applications,cet,163,74.12,yes,admitted
other,sc,commerce,none,0,72.83,no,rejected
male,obc,science,cet,3,60.83,yes,admitted
other,obc,nursing,cet,11,50.74,no,rejected
male,ews,nursing,cet,54,91.48,no,rejected
female,obc,law,none,0,91.81,no,rejected
other,sc,architecture,cet,94,86.72,no,rejected
male,st,computer applications,none,0,69.56,no,rejected
other,general,architecture,cet,110,75.84,no,rejected
male,st,commerce,none,0,52.02,no,rejected
other,ews,computer applications,none,0,97.65,no,rejected
other,sc,medical,neet,472,65.78,no,rejected
male,sc,pharmacy,none,0,83.93,no,rejected
female,sc,law,cet,139,72.42,no,rejected
other,st,architecture,cet,10,53.73,no,rejected
male,general,management,none,0,84.58,no,rejected
male,st,engineering,cet,95,62.09,no,rejected
male,sc,agriculture,cet,105,81.48,no,rejected
female,general,commerce,none,0,92.02,yes,admitted
other,ews,science,none,0,67.78,no,rejected
female,general,pharmacy,none,0,93.1,yes,admitted
female,sc,nursing,cet,171,68.34,yes,admitted
other,ews,agriculture,cet,81,68.51,no,rejected
male,ews,law,cet,158,94.95,yes,admitted
other,st,architecture,none,0,85.62,no,rejected
male,st,pharmacy,cet,145,79.78,no,rejected
male,sc,management,none,0,56.98,no,rejected
other,st,agriculture,none,0,52.3,no,admitted
female,ews,medical,neet,312,85.72,yes,admitted
female,sc,arts,none,0,70.84,no,rejected
male,sc,pharmacy,cet,177,53.41,no,rejected
female,general,computer applications,cet,19,53.78,no,rejected
other,ews,medical,neet,23,50.98,no,rejected
male,ews,pharmacy,none,0,75.47,yes,admitted
male,st,computer applications,none,0,89.32,no,rejected
male,st,medical,neet,472,87.29,no,rejected
female,obc,science,none,0,63.03,no,rejected
other,ews,engineering,jee,80,84.02,no,admitted
male,general,agriculture,none,0,97.61,yes,admitted
other,st,nursing,none,0,90.09,no,rejected
other,obc,law,none,0,71.21,no,rejected
female,sc,agriculture,none,0,86.44,no,rejected
other,general,architecture,cet,54,58.21,no,rejected
other,general,nursing,cet,129,88.96,yes,admitted
other,obc,medical,neet,387,60.67,no,admitted
female,obc,management,none,0,68.91,yes,admitted
male,ews,management,cet,191,79.96,no,rejected
other,sc,architecture,cet,77,78.01,yes,admitted
female,general,law,cet,190,78.17,no,rejected
male,ews,science,cet,188,89.18,yes,admitted
other,st,science,cet,199,61.36,no,rejected
female,ews,architecture,cet,122,93.39,yes,admitted
other,ews,pharmacy,cet,169,51.78,no,rejected
other,sc,law,none,0,57.54,no,rejected
male,general,engineering,jee,12,98.52,yes,admitted
other,sc,arts,none,0,87.92,no,rejected
other,st,agriculture,cet,23,57.45,yes,admitted
other,general,management,none,0,72.41,no,rejected
male,ews,computer applications,none,0,50.44,no,rejected
other,obc,medical,neet,134,76.06,no,rejected
other,st,law,none,0,99.12,no,rejected
other,ews,pharmacy,cet,162,82.34,no,admitted
female,ews,computer applications,none,0,80.47,no,rejected
other,st,computer applications,none,0,91.43,no,rejected
female,obc,medical,neet,634,78.82,no,rejected
male,sc,computer applications,none,0,82.13,no,rejected
other,sc,engineering,cet,33,64.87,no,rejected
female,ews,law,none,0,78.2,no,rejected
male,general,science,none,0,86.73,yes,admitted
female,general,arts,none,0,75.76,yes,admitted
male,general,law,none,0,70.32,no,rejected
female,ews,pharmacy,cet,41,60.53,no,rejected
female,sc,engineering,jee,152,62.3,no,admitted
other,st,medical,neet,245,95.95,no,rejected
other,general,management,none,0,56.5,no,rejected
female,general,medical,neet,412,81.47,no,admitted
other,st,science,cet,194,86.77,no,rejected
male,st,computer applications,none,0,59.99,no,admitted
other,sc,science,cet,125,58.61,no,admitted
male,general,medical,neet,631,60.45,no,rejected
other,sc,law,cet,24,77.39,no,admitted
other,st,law,none,0,59.55,no,rejected
male,obc,medical,neet,156,63.93,no,admitted
male,obc,arts,cet,152,67.75,no,rejected
other,st,agriculture,cet,42,52.03,no,rejected
other,obc,nursing,cet,14,51.4,no,rejected
other,general,engineering,jee,180,50.44,no,admitted
male,st,management,none,0,94.22,yes,admitted
female,general,management,cet,191,95.91,yes,admitted
female,sc,computer applications,cet,156,78.54,no,rejected
other,sc,computer applications,none,0,52.14,no,rejected
other,general,management,cet,103,76.42,no,rejected
other,st,agriculture,none,0,93.89,yes,admitted
female,ews,commerce,cet,136,92.65,yes,admitted
male,ews,medical,neet,234,79.53,no,rejected
other,obc,arts,none,0,55.87,no,rejected
male,obc,science,none,0,67.19,no,rejected
male,st,science,none,0,99.46,no,rejected
male,sc,engineering,jee,146,91.27,no,rejected
female,st,pharmacy,cet,39,85.88,yes,admitted
male,obc,computer applications,none,0,65.84,no,rejected
female,general,engineering,cet,119,59.29,no,admitted
male,general,architecture,cet,184,71.4,no,rejected
other,ews,agriculture,cet,52,61.7,no,rejected
female,sc,law,none,0,66.78,yes,admitted
male,sc,science,none,0,90.54,no,rejected
other,st,management,cet,142,58.58,no,admitted
female,obc,science,none,0,62.53,no,rejected
male,obc,medical,neet,239,62.76,yes,admitted
female,sc,law,none,0,95.7,no,rejected
other,general,engineering,cet,111,55.13,no,rejected
other,st,commerce,cet,92,72.97,no,rejected
female,general,computer applications,cet,144,96.55,yes,admitted
other,general,medical,neet,57,93.04,no,rejected
male,st,pharmacy,none,0,82.93,no,rejected
other,obc,nursing,cet,172,84.82,no,rejected
other,st,science,cet,38,85.0,no,rejected
female,sc,commerce,none,0,56.14,no,rejected
female,general,management,none,0,53.05,yes,admitted
female,st,management,none,0,50.44,no,rejected
male,general,law,cet,94,74.44,no,rejected
other,obc,management,none,0,85.07,yes,admitted
other,st,architecture,none,0,73.87,no,admitted
other,sc,science,cet,78,50.44,no,rejected
male,obc,computer applications,none,0,85.14,yes,admitted
other,obc,commerce,none,0,69.75,no,admitted
female,sc,management,none,0,90.18,yes,admitted
other,obc,pharmacy,cet,192,96.77,no,rejected
other,ews,pharmacy,cet,100,72.99,no,rejected
other,st,agriculture,cet,45,73.31,no,rejected
other,ews,agriculture,cet,166,69.92,no,rejected
male,obc,management,none,0,71.14,no,admitted
male,ews,architecture,cet,156,80.98,no,rejected
male,obc,commerce,cet,170,86.9,yes,admitted
female,obc,management,none,0,69.94,no,admitted
other,obc,engineering,cet,127,62.06,no,rejected
other,sc,medical,neet,339,55.34,no,rejected
female,st,architecture,cet,199,86.66,no,rejected
other,general,commerce,none,0,70.71,no,rejected
male,sc,law,cet,150,85.57,no,rejected
female,ews,nursing,cet,170,67.99,no,rejected
female,sc,arts,none,0,82.72,no,rejected
male,st,law,none,0,71.6,no,rejected
female,st,architecture,cet,194,96.85,yes,admitted
other,ews,management,none,0,73.85,no,rejected
other,st,nursing,cet,197,83.63,no,rejected
other,sc,commerce,cet,30,78.47,no,admitted
other,general,agriculture,none,0,91.53,no,rejected
female,ews,science,none,0,85.69,yes,admitted
male,obc,architecture,cet,138,70.44,yes,admitted
other,ews,engineering,jee,255,57.85,no,admitted
female,obc,nursing,cet,115,71.25,no,admitted
female,sc,computer applications,none,0,95.6,no,rejected
male,ews,arts,none,0,87.59,no,rejected
other,general,agriculture,cet,194,70.66,no,admitted
other,obc,medical,neet,321,68.9,no,admitted
other,st,arts,cet,180,52.48,no,rejected
male,obc,law,none,0,65.16,no,rejected
other,ews,architecture,none,0,82.42,no,rejected
female,sc,architecture,cet,85,95.07,no,rejected
male,ews,engineering,jee,185,83.43,no,rejected
female,sc,computer applications,none,0,51.66,no,rejected
female,general,medical,neet,515,66.29,yes,admitted
female,ews,nursing,none,0,88.93,no,rejected
male,sc,arts,cet,194,91.59,yes,admitted
female,obc,pharmacy,cet,30,54.67,no,rejected
other,st,arts,none,0,63.21,no,rejected
other,obc,arts,none,0,66.16,no,rejected
other,sc,law,none,0,94.61,yes,admitted
female,st,commerce,none,0,78.8,no,rejected
other,sc,agriculture,cet,198,59.34,no,rejected
male,st,architecture,cet,53,78.93,no,admitted
other,general,law,none,0,86.32,yes,admitted
female,ews,management,none,0,68.07,no,admitted
female,st,engineering,cet,115,97.06,no,rejected
female,st,architecture,none,0,91.42,no,rejected
other,ews,science,none,0,81.2,no,rejected
male,sc,science,none,0,68.97,yes,admitted
female,general,architecture,cet,87,50.56,no,rejected
other,general,law,cet,2,53.58,no,rejected
female,ews,science,cet,169,90.27,yes,admitted
male,ews,engineering,cet,42,94.76,yes,admitted
female,general,architecture,cet,3,56.19,no,rejected
other,st,pharmacy,cet,50,54.5,no,rejected
other,st,science,cet,34,84.39,no,rejected
male,general,science,none,0,77.89,no,rejected
female,st,management,cet,108,68.42,no,rejected
other,sc,agriculture,cet,171,65.48,no,admitted
male,obc,nursing,none,0,62.22,no,rejected
male,sc,computer applications,none,0,59.99,no,rejected
male,ews,science,none,0,61.38,no,rejected
female,obc,management,none,0,66.55,no,rejected
female,st,arts,none,0,75.56,no,rejected
male,st,medical,neet,205,98.92,yes,admitted
male,st,science,none,0,51.44,no,rejected
female,st,law,none,0,88.15,no,rejected
other,st,commerce,none,0,55.26,no,admitted
male,obc,science,none,0,77.51,no,rejected
female,general,computer applications,none,0,59.48,no,rejected
other,ews,engineering,cet,101,50.64,no,rejected
female,obc,nursing,cet,64,56.31,no,rejected
female,ews,arts,none,0,61.24,no,rejected
male,obc,commerce,none,0,64.73,no,admitted
other,obc,commerce,none,0,59.25,no,rejected
other,general,management,none,0,65.04,no,rejected
other,sc,nursing,cet,80,64.89,no,rejected
other,ews,commerce,cet,42,95.42,no,rejected
female,ews,nursing,cet,7,88.32,no,rejected
female,obc,agriculture,cet,34,59.32,no,rejected
other,sc,nursing,cet,116,82.34,no,admitted
male,st,architecture,none,0,70.52,no,rejected
male,ews,engineering,cet,73,73.12,no,rejected
male,st,commerce,none,0,66.64,no,rejected
female,obc,pharmacy,cet,133,82.82,no,rejected
male,obc,computer applications,cet,65,51.26,no,rejected
female,st,engineering,jee,38,68.81,no,rejected
female,general,pharmacy,cet,78,88.43,no,rejected
other,sc,architecture,cet,131,99.53,no,rejected
female,st,engineering,jee,65,56.77,no,admitted
male,obc,pharmacy,none,0,66.72,no,rejected
other,sc,law,none,0,69.36,no,rejected
female,st,law,none,0,77.34,no,rejected
male,sc,management,cet,190,74.23,no,admitted
female,general,engineering,jee,244,91.46,yes,admitted
male,sc,computer applications,none,0,81.98,yes,admitted
female,obc,medical,neet,395,90.8,yes,admitted
other,st,management,none,0,85.8,no,rejected
male,obc,commerce,cet,181,97.27,yes,admitted
other,ews,pharmacy,none,0,86.85,no,rejected
female,general,science,none,0,54.98,no,rejected
other,ews,nursing,none,0,84.48,no,rejected
other,general,science,none,0,51.65,no,rejected
other,st,arts,none,0,58.84,no,rejected
male,obc,agriculture,cet,44,96.81,no,rejected
other,general,arts,none,0,97.77,no,rejected
female,obc,engineering,jee,255,55.41,no,admitted
other,general,science,none,0,69.85,no,admitted
other,general,science,none,0,99.42,no,rejected
female,obc,engineering,jee,231,53.68,no,rejected
other,general,nursing,none,0,95.58,yes,admitted
female,ews,computer applications,cet,151,99.14,no,rejected
male,ews,agriculture,cet,29,94.11,no,rejected
other,sc,pharmacy,none,0,90.9,yes,admitted
female,general,arts,none,0,78.56,yes,admitted
male,ews,agriculture,cet,143,95.6,yes,admitted
male,st,computer applications,cet,39,55.05,no,rejected
other,general,management,none,0,55.67,no,rejected
other,general,medical,neet,509,84.57,no,rejected
other,st,agriculture,none,0,50.44,no,rejected
female,general,architecture,cet,148,81.98,yes,admitted
male,st,management,none,0,80.88,no,rejected
female,sc,agriculture,none,0,80.6,no,rejected
male,ews,commerce,cet,67,58.62,no,rejected
male,obc,law,none,0,95.76,no,rejected
male,sc,arts,none,0,86.7,no,rejected
female,sc,science,none,0,64.05,no,rejected
male,ews,pharmacy,cet,173,79.93,no,rejected
male,st,pharmacy,cet,16,69.86,no,rejected
male,st,commerce,none,0,88.08,no,rejected
other,obc,management,none,0,74.75,no,rejected
female,sc,commerce,none,0,64.48,no,rejected
female,general,agriculture,none,0,90.82,yes,admitted
female,obc,management,none,0,69.89,no,rejected
female,ews,arts,none,0,99.53,yes,admitted
female,general,management,cet,62,69.61,no,rejected
other,general,commerce,none,0,78.5,no,rejected
other,sc,architecture,cet,141,70.0,no,rejected
male,st,management,cet,110,76.74,no,admitted
other,ews,science,none,0,99.53,yes,admitted
male,sc,science,none,0,55.6,no,rejected
male,st,medical,neet,593,90.7,no,rejected
female,obc,science,none,0,94.42,no,rejected
female,sc,management,cet,112,83.55,no,rejected
other,obc,science,cet,127,74.59,yes,admitted
other,general,agriculture,none,0,77.09,no,rejected
male,obc,arts,none,0,84.26,no,rejected
female,obc,commerce,none,0,97.64,yes,admitted
other,sc,law,none,0,67.27,no,rejected
other,st,architecture,cet,147,95.76,no,rejected
female,ews,management,none,0,64.01,yes,admitted
female,ews,management,none,0,72.43,yes,admitted
female,obc,medical,neet,634,72.01,no,rejected
male,ews,agriculture,cet,33,58.71,no,rejected
female,ews,law,cet,140,59.47,no,rejected
other,sc,agriculture,cet,16,93.06,no,rejected
male,obc,architecture,cet,81,99.52,no,rejected
other,st,engineering,cet,146,97.34,no,rejected
male,general,pharmacy,cet,130,60.6,no,admitted
male,obc,computer applications,none,0,64.4,no,rejected
other,sc,computer applications,cet,189,56.29,no,rejected
female,ews,management,none,0,84.8,no,rejected
female,ews,agriculture,cet,140,50.44,yes,admitted
female,ews,pharmacy,none,0,83.96,no,rejected
female,sc,science,none,0,63.24,no,admitted
female,general,engineering,jee,286,86.02,yes,admitted
other,st,agriculture,cet,154,59.23,no,rejected
female,ews,architecture,cet,164,96.66,yes,admitted
male,sc,agriculture,cet,183,55.56,no,rejected
male,sc,computer applications,cet,184,51.81,no,admitted
female,ews,arts,none,0,55.84,no,rejected
female,general,science,none,0,62.16,no,rejected
female,ews,computer applications,cet,11,84.02,no,rejected
male,sc,agriculture,none,0,71.97,yes,admitted
male,st,pharmacy,cet,47,73.0,no,rejected
male,general,science,none,0,79.56,yes,admitted
other,st,computer applications,none,0,83.81,no,rejected
female,obc,agriculture,cet,84,85.93,no,rejected
other,sc,management,none,0,71.14,no,rejected
female,sc,pharmacy,none,0,56.3,no,rejected
male,ews,nursing,cet,5,54.72,no,rejected
female,st,nursing,cet,172,62.88,no,admitted
other,sc,science,none,0,58.56,no,admitted
female,sc,commerce,none,0,69.29,no,rejected
male,obc,management,none,0,99.53,no,rejected
male,st,medical,neet,130,65.07,no,admitted
other,ews,engineering,cet,21,97.18,no,rejected
male,sc,pharmacy,cet,121,82.27,no,rejected
other,st,nursing,none,0,52.55,no,rejected
other,obc,agriculture,cet,85,87.72,yes,admitted
male,sc,science,cet,105,85.84,yes,admitted
female,sc,science,none,0,85.17,no,rejected
female,st,arts,none,0,56.9,no,rejected
other,obc,nursing,cet,16,51.04,no,rejected
other,obc,agriculture,none,0,91.27,no,rejected
male,obc,agriculture,none,0,87.28,yes,admitted
male,sc,law,none,0,79.15,no,rejected
other,obc,engineering,jee,289,88.08,yes,admitted
female,general,architecture,cet,127,78.85,no,rejected
male,sc,agriculture,none,0,79.63,no,admitted
female,ews,arts,none,0,98.09,yes,admitted
male,general,science,none,0,57.27,no,rejected
male,st,pharmacy,cet,20,64.95,yes,admitted
other,ews,science,none,0,55.62,no,rejected
male,ews,agriculture,none,0,61.64,no,rejected
